date,model,VaR,loss
2016-04-20,Historical simulation,3.117961627100076,0.044002077607974144
2016-04-21,Historical simulation,3.117961627100076,-1.3464566570469572
2016-04-22,Historical simulation,3.117961627100076,-2.867831636703677
2016-04-25,Historical simulation,3.117961627100076,0.15201935262130206
2016-04-26,Historical simulation,3.117961627100076,-1.159618392506001
2016-04-27,Historical simulation,3.117961627100076,0.7581130536288505
2016-04-28,Historical simulation,3.117961627100076,0.3862929999507436
2016-04-29,Historical simulation,3.117961627100076,-1.1260244685338705
2016-05-04,Historical simulation,3.117961627100076,-0.11691610097175342
2016-05-05,Historical simulation,3.117961627100076,-0.4064707657034816
2016-05-06,Historical simulation,3.117961627100076,-0.8294543552294087
2016-05-09,Historical simulation,3.117961627100076,0.4411881211354718
2016-05-10,Historical simulation,3.117961627100076,-0.1985276522677104
2016-05-11,Historical simulation,3.117961627100076,-1.478154399851217
2016-05-12,Historical simulation,2.9074135072218983,0.3164301519738011
2016-05-13,Historical simulation,2.9074135072218983,0.21260249720587154
2016-05-16,Historical simulation,2.874295956977032,-0.8087440134901591
2016-05-17,Historical simulation,2.874295956977032,-1.4461812829383192
2016-05-18,Historical simulation,2.874295956977032,0.368826588726634
2016-05-19,Historical simulation,2.874295956977032,0.5234981552277418
2016-05-20,Historical simulation,2.874295956977032,0.7115045291178568
2016-05-23,Historical simulation,2.874295956977032,0.6167219181767436
2016-05-24,Historical simulation,2.874295956977032,-0.09651168295032875
2016-05-25,Historical simulation,2.874295956977032,-0.044135316324833695
2016-05-26,Historical simulation,2.874295956977032,1.241557432982443
2016-05-27,Historical simulation,2.874295956977032,-0.621883318905958
2016-05-30,Historical simulation,2.874295956977032,-1.0453142351531497
2016-05-31,Historical simulation,2.874295956977032,-0.6391249228303586
2016-06-01,Historical simulation,2.874295956977032,-0.22934678550159404
2016-06-02,Historical simulation,2.874295956977032,-0.5646596890488631
2016-06-03,Historical simulation,2.874295956977032,0.23930948983581501
2016-06-06,Historical simulation,2.874295956977032,0.2947028132759044
2016-06-07,Historical simulation,2.874295956977032,-0.739137292905756
2016-06-08,Historical simulation,2.874295956977032,-0.514164579215759
2016-06-09,Historical simulation,2.874295956977032,-0.5384683378255595
2016-06-10,Historical simulation,2.874295956977032,0.22520031720398848
2016-06-13,Historical simulation,2.874295956977032,0.9988754047826731
2016-06-14,Historical simulation,2.874295956977032,-0.2962348344514254
2016-06-15,Historical simulation,2.874295956977032,-0.2539024877927787
2016-06-16,Historical simulation,2.874295956977032,0.30508038006082927
2016-06-17,Historical simulation,2.874295956977032,0.9418565880749519
2016-06-20,Historical simulation,2.874295956977032,-1.1575857160604386
2016-06-21,Historical simulation,2.874295956977032,-0.24552409381248808
2016-06-22,Historical simulation,2.874295956977032,0.25350576789300305
2016-06-23,Historical simulation,2.874295956977032,-0.9311409317035668
2016-06-24,Historical simulation,2.874295956977032,1.8355875147241463
2016-06-27,Historical simulation,2.874295956977032,-0.08051270925406584
2016-06-28,Historical simulation,2.874295956977032,-0.14958144119336936
2016-06-29,Historical simulation,2.874295956977032,-1.2648692974231324
2016-06-30,Historical simulation,2.874295956977032,-0.33904245154978696
2016-07-01,Historical simulation,2.874295956977032,-1.2636114571490609
